,,,NH3 Energy,Benzene Ring Energy ,,,,NH3 Energy,Benzene Ring Energy ,
5,-407.2647259,-0.01392631051,-8.738759843,,4,-406.3869573,-0.0196915636,-12.35645616,,
,,,,,4.2,-406.3840368,-0.01677114293,-10.52389219,,
,,,,,,,,,,
,,,,,,,,,,
,,Aromatic System,NH3,,,,,,,
,DFT Trinitro,-846.0198034,-56.92328634,-902.9430898,,,,,,
Distance,Complex Energy,Interaction Energy,Energy in Kcal/mol,Column 1,,,,-56.81587686,-844.4928037,
-5,-902.5060721,0.4370176683,274.2285868,,,2,-901.1022417,0.2064388464,129.5403761,
-4,-902.7207172,0.2223725489,139.5387744,,,2.2,-901.1975256,0.1111549028,69.74970151,
-3,-902.8329241,0.1101656467,69.12894332,,,2.4,-901.2510061,0.05767443317,36.19070681,
-2,-902.8880454,0.0550443919,34.54035592,,,2.6,-901.2793311,0.02934948266,18.41680037,
-1,-902.9131914,0.02989832547,18.76119923,,,2.8,-901.2932576,0.01542296841,9.677912677,
0,-902.9239435,0.01914622377,12.01425542,,,3,-901.2994513,0.009229211415,5.791330163,
1,-902.928245,0.01484478455,9.315102305,,,3.2,-901.3017106,0.006969957034,4.373648039,
2,-902.9299345,0.01315525742,8.254924031,,,3.4,-901.3021758,0.006504759964,4.081736877,
3,-902.93075,0.01233974478,7.743189848,,,3.6,-901.3019599,0.006720635741,4.217198927,
4,-902.9313715,0.01171825451,7.353204707,,,3.8,-901.3016083,0.007072262862,4.437844946,
5,-902.9320144,0.01107535434,6.949784846,,,4,-901.3012262,0.007454372659,4.677618844,
6,-902.9327165,0.01037330172,6.509246826,,,4.2,-901.3010548,0.007625726666,4.785143483,
7,-902.9334578,0.009631954078,6.044051184,,,4.4,-901.3009975,0.007683020336,4.821095261,
8,-902.9342032,0.008886537619,5.576302356,,,4.6,-901.3011484,0.00753215591,4.726427834,
9,-902.9349218,0.008167919073,5.125369218,,,4.8,-901.3013648,0.007315716801,4.590612293,
,,,,,,5,-901.3016188,0.007061736147,4.431239432,
,,,,,,5.2,-901.3019467,0.006733810029,4.225465793,
,,,,,,5.4,-901.3022844,0.006396156384,4.013588131,
,,,,,,5.6,-901.3026146,0.006065895238,3.806349262,
,,,,,,5.8,-901.3029534,0.005727122071,3.5937691,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,guanidinium dft,RIng Energy,NH3 Energy,,
,,,,,,cam-b3lyp,-232.1867294,-205.7595518,,
,,,,,,b3-lyp,-232.3308488,-205.8567917,,
,,,,,,,,,,
,,Ring Energy,NH3 Energy,,,,,,,
,guanidinium ccsd,-231.8157859,-205.456045,,,,,b3ly[,,cam
Distance,Complex Energy,Interaction Energy,Energy in Kcal/mol,Distance,Complex Energy,Interaction Energy,Energy in Kcal/mol,Complex Energy,Interaction Energy,Energy in Kcal/mol
2,-437.22009990125100000,0.05173096209699680,32.46117872,-5,-438.0293717,0.1582688027,99.31367372,-437.7964099,0.1498713379,94.04426454
2.2,-437.25429370600200000,0.01753715734599840,11.00456623,-4,-438.1163026,0.07133788141,44.76452058,-437.8817825,0.06449874724,40.47296389
2.4,-437.27248302858600000,-0.00065216523802292,-0.4092336869,-3,-438.160463,0.0271774283,17.05383626,-437.9243336,0.02194763444,13.77214061
2.6,-437.28099042746500000,-0.00915956411699881,-5.747626483,-2,-438.1817938,0.005846696043,3.668801767,-437.9442937,0.001987541567,1.247182333
2.8,-437.28442248826500000,-0.01259162491703590,-7.901244635,-1,-438.1914821,-0.003841589383,-2.410597338,-437.9529231,-0.006641922955,-4.167806654
3,-437.28509514663400000,-0.01326428328599150,-8.323337762,0,-438.1954621,-0.007821608611,-4.908059403,-437.9561287,-0.009847464173,-6.179283769
3.2,-437.28451029351800000,-0.01267943017001020,-7.956342432,1,-438.1967812,-0.009140745109,-5.735817556,-437.9568986,-0.01061742975,-6.662437169
3.4,-437.28334489128700000,-0.01151402793902890,-7.225052532,2,-438.1969469,-0.009306471201,-5.839810679,-437.956663,-0.01038178184,-6.514568106
3.6,-437.28207512568800000,-0.01024426233999520,-6.428274618,3,-438.1966611,-0.009020646071,-5.66045541,-437.9560932,-0.009812004974,-6.157033121
3.8,-437.28085131899300000,-0.00902045564498621,-5.660335917,4,-438.1962302,-0.008589695436,-5.390033886,-437.9554503,-0.009169133544,-5.753631299
4,-437.27978673707400000,-0.00795587372601858,-4.992310763,5,-438.195782,-0.008141551941,-5.108823843,-437.9548566,-0.008575398186,-5.381062362
4.2,-437.27887183073500000,-0.00704096738701310,-4.418207035,6,,,,-437.9543306,-0.008049414031,-5.051007304
4.4,-437.27807406680800000,-0.00624320346003060,-3.917610171,7,,,,-437.9538768,-0.007595629693,-4.766257632
4.6,-437.27738382316300000,-0.00555295981502013,-3.484482284,8,,,,-437.9534798,-0.007198553824,-4.517092525
4.8,-437.27680030997200000,-0.00496944662398846,-3.118327757,9,,,,-437.9531315,-0.006850249698,-4.298531685
